1,0.001,6.4643e+06,1,2178.7
1,0.01,1.8117e+14,1,1.0534e+07
1,0.1,4.5996e+05,1,482.37
1,1,38.431,1,5.6708
1,10,21.71,1,4.5928
10,0.001,3.0125e+08,1,13216
10,0.01,74339,1,194.37
10,0.1,44.808,1,5.9632
10,1,19.732,1,4.4717
10,10,14.11,1,4.1262
100,0.001,5.4419e+05,1,523.52
100,0.01,52.627,1,6.3574
100,0.1,18.339,1,4.3847
100,1,13.267,1,4.0587
100,10,13.066,1,4.0504
1000,0.001,58.889,1,6.6426
1000,0.01,26.899,1,5.0404
1000,0.1,21.594,1,4.797
1000,1,20.808,1,4.7495
1000,10,20.751,1,4.7465
10000,0.001,NaN,NaN,NaN
10000,0.01,NaN,NaN,NaN
10000,0.1,NaN,NaN,NaN
10000,1,NaN,NaN,NaN
10000,10,NaN,NaN,NaN
1,20,18.015,1,4.3823
1,40,16.527,1,4.2972
1,60,15.821,1,4.2506
1,100,15.216,1,4.2089
1,150,15.015,1,4.1963
10,20,13.846,1,4.1088
10,40,13.69,1,4.0979
10,60,13.639,1,4.0943
10,100,13.581,1,4.0898
10,150,13.606,1,4.0924
100,20,13.085,1,4.0527
100,40,13.07,1,4.0516
100,60,13.07,1,4.0516
100,100,13.069,1,4.0517
100,150,13.069,1,4.0517
1000,20,20.747,1,4.7462
1000,40,20.745,1,4.7461
1000,60,20.744,1,4.7461
1000,100,20.744,1,4.746
1000,150,20.744,1,4.746
10000,20,NaN,NaN,NaN
10000,40,NaN,NaN,NaN
10000,60,NaN,NaN,NaN
10000,100,NaN,NaN,NaN
10000,150,NaN,NaN,NaN
1,0.001,1.6512e+06,1,888.91
1,0.01,8.9583e+12,1,2.375e+06
1,0.1,12776,1,80.586
1,1,81.402,1,7.491
1,10,40.641,1,5.5469
1,20,40.641,1,5.5343
1,40,39.473,1,5.4665
1,60,38.885,1,5.4328
1,100,38.526,1,5.4106
1,150,38.432,1,5.4035
10,0.001,7.0572e+11,1,6.6673e+05
10,0.01,1846.7,1,31.183
10,0.1,81.446,1,7.459
10,1,36.197,1,5.3036
10,10,34.392,1,5.1866
10,20,33.894,1,5.1571
10,40,33.995,1,5.1607
10,60,34.045,1,5.1627
10,100,33.832,1,5.151
10,150,33.791,1,5.1486
100,0.001,311.78,1,13.97
100,0.01,77.676,1,7.3387
100,0.1,34.086,1,5.185
100,1,34.091,1,5.1668
100,10,33.829,1,5.1472
100,20,33.84,1,5.1474
100,40,33.757,1,5.1429
100,60,33.729,1,5.1414
100,100,33.707,1,5.1401
100,150,33.696,1,5.1395
1000,0.001,86.779,1,7.7036
1000,0.01,65.878,1,6.7279
1000,0.1,132.75,1,9.1973
1000,1,149.73,1,9.7387
1000,10,151.31,1,9.7844
1000,20,151.25,1,9.7829
1000,40,151.18,1,9.7828
1000,60,151.17,1,9.7826
1000,100,151.16,1,9.7824
1000,150,151.16,1,9.7823
10000,0.001,NaN,NaN,NaN
10000,0.01,NaN,NaN,NaN
10000,0.1,NaN,NaN,NaN
10000,1,NaN,NaN,NaN
10000,10,NaN,NaN,NaN
10000,20,NaN,NaN,NaN
10000,40,NaN,NaN,NaN
10000,60,NaN,NaN,NaN
10000,100,NaN,NaN,NaN
10000,150,NaN,NaN,NaN
1,0.001,1.0931e+10,1,74961
1,0.01,4.1166e+08,1,13931
1,0.1,1.3416e+09,1,25111
1,1,7.2288e+09,1,58283
1,10,3.6825e+09,1,1.7442e+05
1,20,1.568e+16,1,9.0168e+07
1,40,1.2274e+14,1,7.9776e+06
1,60,1.2243e+13,1,2.5195e+06
1,100,2.6316e+13,1,3.6938e+06
1,150,2.7423e+11,1,3.77e+05
10,0.001,1.4517e+09,1,26122
10,0.01,3.9477e+09,1,43075
10,0.1,1.4853e+08,1,8343.9
10,1,11283,1,123.81
10,10,1.4243e+09,1,38519
10,20,5.192e+08,1,15408
10,40,2.3689e+10,1,1.0431e+05
10,60,1.6531e+10,1,86718
10,100,5.0335e+10,1,1.5128e+05
10,150,3.6857e+10,1,1.2945e+05
100,0.001,5.6863e+07,1,5187.4
100,0.01,1.3134e+05,1,248.39
100,0.1,1.5732e+05,1,388.5
100,1,1.439e+11,1,2.7011e+05
100,10,5.4387e+08,1,23133
100,20,1.1333e+15,1,2.4586e+07
100,40,1.4712e+09,1,26742
100,60,4.3301e+07,1,4352.8
100,100,5.1613e+08,1,15347
100,150,3.922e+07,1,4377.1
1000,0.001,18935,1,87.424
1000,0.01,2.1508e+08,1,14944
1000,0.1,5.7437e+06,1,1641.3
1000,1,8.2273e+09,1,61854
1000,10,4.8626e+07,1,4793.3
1000,20,5.5173e+05,1,511.59
1000,40,9.6791e+05,1,676.38
1000,60,9.6044e+07,1,6792.3
1000,100,3.3724e+06,1,1363.3
1000,150,5.2818e+07,1,5123.7
10000,0.001,1.7626e+10,1,89575
10000,0.01,1.1647e+07,1,2302.3
10000,0.1,1877.8,1,29.849
10000,1,7.0889e+05,1,569.47
10000,10,1.7754e+05,1,295.85
10000,20,9.9608e+07,1,7029.2
10000,40,1.0771e+05,1,233.05
10000,60,1.7397e+09,1,30620
10000,100,6.8424e+07,1,6159.1
10000,150,5.9431e+05,1,568.35
100,0.01,1.7657,1,2.3173
