1,150,60.915,0.50647,0.80778
1,150,61.086,0.5046,0.80771
100,0.01,1.524,0.66389,1.0829
100,0.01,13.336,0.6639,1.0829
100,0.01,13.345,0.66379,1.0828
100,0.01,13.315,0.66386,1.0832
100,0.01,13.317,0.66385,1.0831
100,0.01,13.309,0.66394,1.0832
100,0.01,13.291,0.66401,1.0834
100,0.01,13.309,0.66394,1.0832
100,0.01,13.309,0.66394,1.0832
100,0.01,13.309,0.66394,1.0832
100,0.01,13.309,0.66394,1.0832
100,0.01,13.309,0.66394,1.0832
0.001,0.001,304.97,0.04831,0.27934
0.001,0.01,303.51,0.047246,0.29721
0.001,0.1,303.12,0.048154,0.30003
0.001,1,301.91,0.045649,0.29357
0.001,10,293.93,0.049806,0.32371
0.01,0.001,175.62,0.23098,0.47045
0.01,0.01,202.65,0.20456,0.41667
0.01,0.1,227.7,0.16899,0.38547
0.01,1,226.21,0.16792,0.43008
0.01,10,236.17,0.14574,0.36083
0.1,0.001,88.018,0.38485,0.75491
1,0.001,145.26,0.30016,0.74424
1,0.01,70.265,0.46725,0.85736
1,0.1,19.61,0.63414,1.0159
1,1,17.24,0.64416,1.0409
1,10,17.011,0.64532,1.0434
20,0.001,14.539,0.65958,1.0681
20,0.01,13.533,0.66313,1.0806
20,0.1,13.473,0.66334,1.0813
20,1,13.464,0.66339,1.0814
20,10,13.463,0.6634,1.0815
100,0.001,13.338,0.66384,1.0828
100,0.01,13.312,0.66393,1.0832
100,0.1,13.309,0.66394,1.0832
100,1,13.308,0.66394,1.0832
100,10,13.308,0.66394,1.0832
1e-05,1e-05,248.77,0.11759,0.3726
1e-05,0.001,252.73,0.11334,0.35248
1e-05,0.1,249.89,0.12132,0.35753
0.001,1e-05,302.7,0.051913,0.28066
0.001,0.001,304.97,0.04831,0.27934
0.001,0.1,303.12,0.048154,0.30003
0.1,1e-05,77.726,0.4211,0.78635
0.1,0.001,88.018,0.38485,0.75491
0.1,0.1,132.84,0.33063,0.68885
1e-05,1e-05,301.66,0.049999,0.2869
100,0.01,0.013404,0.98573,1.11
100,0.01,0.014288,1,1.1261
100,0.01,1.7373,1,1.9924
100,0.01,0.019474,1,1.1353
0.01,0.01,0.3366,1,1.5124
0.01,0.01,3.1774,1,2.5694
100,0.01,0.019022,1,1.1187
100,0.01,0.033635,1,1.1796
100,0.01,0.026706,1,1.1845
100,0.01,0.021055,1,1.1221
100,0.01,0.020291,1,1.1386
100,0.01,0.020241,1,1.1396
100,0.01,0.016382,1,1.1318
100,0.01,0.018212,1,1.1354
100,0.01,NaN,NaN,NaN
100,0.01,NaN,NaN,NaN
100,0.01,0.020236,1,1.1402
100,0.01,0.01641,1,1.1325
100,0.01,0.018093,1,1.1355
